Date,PE,PB,DivYield
2019-01-24,26.31,3.38,1.24
2019-01-25,26.14,3.36,1.25
2019-01-28,25.85,3.32,1.27
2019-01-29,25.84,3.32,1.27
2019-01-30,25.84,3.32,1.27
2019-01-31,26.26,3.37,1.25
2019-02-01,26.4,3.39,1.24
2019-02-04,27.02,3.4,1.24
2019-02-05,27.07,3.41,1.23
2019-02-06,27.39,3.45,1.22
2019-02-07,27.41,3.45,1.22
2019-02-08,27.1,3.41,1.23
2019-02-11,26.96,3.39,1.24
2019-02-12,26.84,3.37,1.25
2019-02-13,26.6,3.36,1.25
2019-02-14,26.58,3.35,1.26
2019-02-15,26.53,3.34,1.26
2019-02-18,26.32,3.31,1.27
2019-02-19,26.23,3.3,1.27
2019-02-20,26.5,3.34,1.26
2019-02-21,26.31,3.36,1.25
2019-02-22,26.32,3.41,1.25
2019-02-25,26.53,3.43,1.24
2019-02-26,26.43,3.42,1.25
2019-02-27,26.36,3.41,1.25
2019-02-28,26.32,3.41,1.25
2019-03-01,26.49,3.43,1.24
2019-03-05,26.93,3.47,1.23
2019-03-06,27.09,3.49,1.22
2019-03-07,27.11,3.49,1.22
2019-03-08,27.05,3.48,1.22
2019-03-11,27.38,3.52,1.21
2019-03-12,27.7,3.57,1.19
2019-03-13,27.8,3.58,1.19
2019-03-14,27.81,3.58,1.19
2019-03-15,28.01,3.61,1.18
2019-03-18,28.1,3.62,1.18
2019-03-19,28.27,3.64,1.17
2019-03-20,28.24,3.64,1.17
2019-03-22,28.08,3.62,1.18
2019-03-25,27.83,3.58,1.19
2019-03-26,28.15,3.62,1.18
2019-03-27,28.05,3.61,1.18
2019-03-28,28.36,3.65,1.17
2019-03-29,29.01,3.71,1.13
2019-04-01,29.13,3.72,1.13
2019-04-02,29.24,3.74,1.12
2019-04-03,29.06,3.72,1.13
2019-04-04,28.95,3.7,1.14
2019-04-05,29.12,3.72,1.13
2019-04-08,28.96,3.7,1.14
2019-04-09,29.13,3.72,1.13
2019-04-10,28.91,3.7,1.14
2019-04-11,28.94,3.7,1.14
2019-04-12,29.06,3.72,1.13
2019-04-15,29.18,3.73,1.13
2019-04-16,29.42,3.76,1.12
2019-04-18,29.33,3.75,1.12
2019-04-22,28.94,3.7,1.14
2019-04-23,28.94,3.7,1.14
2019-04-24,29.27,3.75,1.12
2019-04-25,29.06,3.72,1.13
2019-04-26,29.34,3.76,1.12
2019-04-30,29.33,3.76,1.12
2019-05-02,29.27,3.75,1.12
2019-05-03,29.24,3.74,1.12
2019-05-06,28.95,3.71,1.13
2019-05-07,28.73,3.68,1.14
2019-05-08,28.38,3.63,1.16
2019-05-09,28.24,3.61,1.16
2019-05-10,28.14,3.61,1.17
2019-05-13,27.8,3.56,1.18
2019-05-14,27.98,3.59,1.17
2019-05-15,27.82,3.57,1.18
2019-05-16,28.07,3.6,1.17
2019-05-17,28.44,3.65,1.15
2019-05-20,29.48,3.78,1.11
2019-05-21,29.18,3.74,1.12
2019-05-22,29.22,3.75,1.12
2019-05-23,29.02,3.73,1.13
2019-05-24,29.44,3.79,1.11
2019-05-27,29.68,3.81,1.22
2019-05-28,29.69,3.81,1.22
2019-05-29,29.44,3.79,1.23
2019-05-30,29.65,3.82,1.22
2019-05-31,29.49,3.81,1.22
2019-06-03,29.9,3.86,1.2
2019-06-04,29.73,3.84,1.21
2019-06-06,29.29,3.79,1.23
2019-06-07,29.36,3.79,1.23
2019-06-10,29.49,3.81,1.22
2019-06-11,29.59,3.82,1.22
2019-06-12,29.45,3.81,1.22
2019-06-13,29.46,3.81,1.22
2019-06-14,29.24,3.77,1.23
2019-06-17,28.87,3.73,1.25
2019-06-18,28.91,3.73,1.25
2019-06-19,28.91,3.73,1.25
2019-06-20,29.26,3.78,1.23
2019-06-21,28.99,3.74,1.24
2019-06-24,28.93,3.74,1.25
2019-06-25,29.17,3.77,1.24
2019-06-26,29.09,3.78,1.23
2019-06-27,29.07,3.78,1.23
2019-06-28,28.98,3.71,1.24
2019-07-01,29.17,3.73,1.23
2019-07-02,29.28,3.75,1.23
2019-07-03,29.3,3.75,1.23
2019-07-04,29.37,3.76,1.23
2019-07-05,29.04,3.72,1.24
2019-07-08,28.42,3.64,1.27
2019-07-09,28.41,3.64,1.27
2019-07-10,28.2,3.62,1.27
2019-07-11,28.4,3.64,1.26
2019-07-12,28.33,3.61,1.29
2019-07-15,28.33,3.62,1.29
2019-07-16,28.51,3.64,1.28
2019-07-17,28.58,3.65,1.28
2019-07-18,28.35,3.62,1.29
2019-07-19,27.92,3.57,1.31
2019-07-22,27.81,3.55,1.31
2019-07-23,27.77,3.55,1.31
2019-07-24,27.62,3.53,1.32
2019-07-25,27.57,3.52,1.32
2019-07-26,27.73,3.53,1.32
2019-07-29,27.6,3.5,1.33
2019-07-30,27.34,3.47,1.34
2019-07-31,27.42,3.45,1.33
2019-08-01,27.05,3.41,1.35
2019-08-02,27.09,3.42,1.34
2019-08-05,26.76,3.37,1.36
2019-08-06,26.97,3.4,1.35
2019-08-07,26.74,3.37,1.36
2019-08-08,27.2,3.43,1.34
2019-08-09,27.41,3.45,1.33
2019-08-13,27.03,3.39,1.35
2019-08-14,27.24,3.43,1.34
2019-08-16,27.33,3.43,1.34
2019-08-19,27.35,3.43,1.34
2019-08-20,27.26,3.42,1.34
2019-08-21,27.01,3.39,1.35
2019-08-22,26.57,3.34,1.38
2019-08-23,26.79,3.36,1.36
2019-08-26,27.36,3.43,1.34
2019-08-27,27.47,3.45,1.33
2019-08-28,27.33,3.43,1.34
2019-08-29,27.09,3.4,1.35
2019-08-30,27.27,3.35,1.39
2019-09-03,26.54,3.28,1.42
2019-09-04,26.61,3.29,1.42
2019-09-05,26.67,3.29,1.41
2019-09-06,26.91,3.32,1.4
2019-09-09,27.05,3.34,1.39
2019-09-11,27.13,3.35,1.39
2019-09-12,27.0,3.34,1.4
2019-09-13,27.23,3.36,1.39
2019-09-16,27.06,3.34,1.39
2019-09-17,26.6,3.29,1.42
2019-09-18,26.66,3.29,1.42
2019-09-19,26.32,3.25,1.43
2019-09-20,27.72,3.42,1.36
2019-09-23,28.52,3.52,1.32
2019-09-24,28.49,3.52,1.32
2019-09-25,25.92,3.47,1.34
2019-09-26,26.22,3.51,1.33
2019-09-27,26.52,3.55,1.3
2019-09-30,26.44,3.53,1.31
2019-10-01,26.17,3.5,1.32
2019-10-03,26.07,3.48,1.32
2019-10-04,25.75,3.44,1.34
2019-10-07,25.64,3.43,1.35
2019-10-09,26.13,3.49,1.32
2019-10-10,25.95,3.47,1.33
2019-10-11,26.11,3.49,1.32
2019-10-14,26.2,3.5,1.32
2019-10-15,26.4,3.53,1.31
2019-10-16,26.48,3.54,1.3
2019-10-17,26.76,3.58,1.29
2019-10-18,26.94,3.6,1.28
2019-10-22,26.71,3.58,1.29
2019-10-23,26.75,3.58,1.29
2019-10-24,26.7,3.58,1.29
2019-10-25,26.7,3.58,1.29
2019-10-27,26.8,3.59,1.29
2019-10-29,27.17,3.64,1.27
2019-10-30,27.3,3.66,1.26
2019-10-31,27.38,3.67,1.26
2019-11-01,27.47,3.67,1.26
2019-11-04,27.59,3.69,1.25
2019-11-05,27.59,3.68,1.25
2019-11-06,27.71,3.7,1.25
2019-11-07,27.75,3.71,1.24
2019-11-08,27.51,3.68,1.25
2019-11-11,27.52,3.68,1.25
2019-11-13,27.31,3.66,1.26
2019-11-14,27.38,3.67,1.26
2019-11-15,27.32,3.67,1.26
2019-11-18,27.29,3.67,1.26
2019-11-19,27.31,3.69,1.25
2019-11-20,27.23,3.71,1.24
2019-11-21,27.89,3.7,1.25
2019-11-22,27.77,3.68,1.25
2019-11-25,28.14,3.73,1.24
2019-11-26,28.05,3.72,1.24
2019-11-27,28.2,3.74,1.23
2019-11-28,28.32,3.75,1.23
2019-11-29,28.1,3.72,1.24
2019-12-02,28.08,3.72,1.24
2019-12-03,27.95,3.7,1.25
2019-12-04,28.07,3.72,1.24
2019-12-05,28.01,3.71,1.24
2019-12-06,27.78,3.68,1.25
2019-12-09,27.82,3.69,1.25
2019-12-10,27.63,3.66,1.26
2019-12-11,27.76,3.68,1.25
2019-12-12,27.9,3.7,1.25
2019-12-13,28.17,3.73,1.24
2019-12-16,28.09,3.72,1.24
2019-12-17,28.35,3.76,1.23
2019-12-18,28.48,3.77,1.22
2019-12-19,28.57,3.79,1.22
2019-12-20,28.6,3.79,1.22
2019-12-23,28.58,3.79,1.22
2019-12-24,28.47,3.77,1.22
2019-12-26,28.26,3.74,1.23
2019-12-27,28.48,3.78,1.23
2019-12-30,28.5,3.78,1.23
2019-12-31,28.3,3.75,1.24
2020-01-01,28.33,3.76,1.24
2020-01-02,28.56,3.79,1.23
2020-01-03,28.44,3.77,1.23
2020-01-06,27.89,3.7,1.26
2020-01-07,28.03,3.72,1.25
2020-01-08,27.97,3.71,1.25
2020-01-09,28.41,3.77,1.23
2020-01-10,28.51,3.78,1.23
2020-01-13,28.67,3.8,1.22
2020-01-14,28.67,3.81,1.22
2020-01-15,28.63,3.81,1.22
2020-01-16,28.62,3.68,1.24
2020-01-17,28.61,3.67,1.24
2020-01-20,28.0,3.63,1.25
2020-01-21,27.84,3.45,1.25
2020-01-22,27.73,3.42,1.26
2020-01-23,27.88,3.43,1.25
2020-01-24,28.1,3.45,1.24
2020-01-27,27.73,3.42,1.25
2020-01-28,26.65,3.4,1.26
2020-01-29,26.81,3.42,1.26
2020-01-30,26.57,3.39,1.27
2020-01-31,26.41,3.37,1.27
2020-02-01,25.75,3.28,1.31
2020-02-03,25.9,3.3,1.3
2020-02-04,26.57,3.37,1.27
2020-02-05,27.05,3.4,1.26
2020-02-06,27.16,3.42,1.26
2020-02-07,27.03,3.41,1.26
2020-02-10,26.89,3.39,1.27
2020-02-11,27.21,3.41,1.26
2020-02-12,27.65,3.44,1.25
2020-02-13,27.59,3.43,1.25
2020-02-14,27.45,3.41,1.26
2020-02-17,27.42,3.39,1.27
2020-02-18,27.29,3.38,1.27
2020-02-19,27.6,3.41,1.26
2020-02-20,27.5,3.4,1.26
2020-02-24,26.92,3.33,1.29
2020-02-25,26.85,3.32,1.29
2020-02-26,26.58,3.29,1.3
2020-02-27,26.48,3.27,1.31
2020-02-28,25.49,3.15,1.36
2020-03-02,25.34,3.13,1.37
2020-03-03,25.73,3.18,1.35
2020-03-04,25.61,3.17,1.35
2020-03-05,25.65,3.17,1.35
2020-03-06,25.01,3.09,1.39
2020-03-09,23.79,2.94,1.46
2020-03-11,23.8,2.94,1.46
2020-03-12,21.83,2.7,1.59
2020-03-13,22.66,2.8,1.53
2020-03-16,20.93,2.59,1.66
2020-03-17,20.41,2.52,1.7
2020-03-18,19.27,2.38,1.8
2020-03-19,18.63,2.36,1.84
2020-03-20,19.72,2.49,1.74
2020-03-23,17.15,2.17,2.0
2020-03-24,17.58,2.22,1.95
2020-03-25,18.74,2.37,1.83
2020-03-26,19.47,2.46,1.76
2020-03-27,19.52,2.47,1.76
2020-03-30,18.66,2.36,1.84
2020-03-31,19.38,2.45,1.77
2020-04-01,18.6,2.35,1.84
2020-04-03,18.22,2.3,1.88
2020-04-07,19.81,2.51,1.73
2020-04-08,19.72,2.49,1.74
2020-04-09,20.53,2.6,1.67
2020-04-13,20.27,2.56,1.69
2020-04-15,20.11,2.54,1.7
2020-04-16,20.25,2.56,1.69
2020-04-17,20.85,2.64,1.64
2020-04-20,20.75,2.64,1.64
2020-04-21,20.1,2.56,1.69
2020-04-22,20.56,2.62,1.66
2020-04-23,20.84,2.65,1.63
2020-04-24,20.48,2.61,1.66
2020-04-27,20.77,2.65,1.64
2020-04-28,21.0,2.67,1.62
2020-04-29,21.65,2.72,1.59
2020-04-30,22.35,2.81,1.54
2020-05-04,21.39,2.65,1.64
2020-05-05,21.19,2.62,1.65
2020-05-06,21.34,2.64,1.64
2020-05-07,21.18,2.62,1.65
2020-05-08,21.28,2.64,1.64
2020-05-11,21.21,2.63,1.65
2020-05-12,21.11,2.62,1.65
2020-05-13,21.51,2.67,1.62
2020-05-14,21.0,2.6,1.67
2020-05-15,20.98,2.6,1.67
2020-05-18,20.26,2.51,1.73
2020-05-19,20.39,2.53,1.72
2020-05-20,21.16,2.58,1.68
2020-05-21,21.14,2.59,1.67
2020-05-22,20.97,2.57,1.69
2020-05-26,21.1,2.57,1.69
2020-05-27,21.77,2.65,1.64
2020-05-28,22.17,2.7,1.61
2020-05-29,22.38,2.73,1.59
2020-06-01,22.96,2.8,1.55
